id,c_sti,c_raj,t_sti,name,name_raj
158,815,7,6,ПОЛОГIВСЬКА ОДПI ГУ МIНДОХОДIВ ГУЛЯЙПIЛЬСЬКЕ ВIД.,ГУЛЯЙПIЛЬСЬКИЙ РАЙОН
159,899,70,14,ЗАПОРIЗЬКА МИТНИЦЯ ДФС,ЛЕНIНСЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
160,808,8,2,ДПI У ЗАПОРIЗЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБ,ЗАПОРIЗЬКИЙ РАЙОН
161,823,9,6,ЕНЕРГОДАРСЬКА ОДПI ГУ МIНДОХОДIВ КАМ'ЯНСЬКО-ДН-СЬКЕ В,КАМ'ЯНСЬКО-ДНIПРОВСЬКИЙ РАЙОН
162,848,97,12,ОПЕРАТИВНЕ УПРАВЛIННЯ ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛ.,ЗАПОРIЗЬКА ОБЛАСТЬ
163,849,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У ЗАПОРIЗЬКIЙ ОБЛАСТI,ЗАПОРIЗЬКА ОБЛАСТЬ
164,901,1,2,ДПI У БОГОРОДЧАНСЬКОМУ Р-НI ГУ МIНДОХОДIВ,БОГОРОДЧАНСЬКИЙ Р-Н
165,910,10,2,ДПI У РОГАТИНСЬКОМУ Р-НI ГУ МIНДОХОДIВ,РОГАТИНСЬКИЙ Р-Н
166,911,11,2,ДПI У РОЖНЯТIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ,РОЖНЯТIВСЬКИЙ Р-Н
167,912,12,2,ДПI У СНЯТИНСЬКОМУ Р-НI ГУ МIНДОХОДIВ,СНЯТИНСЬКИЙ Р-Н
168,913,13,6,ТИСМЕНИЦЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ТИСМЕНИЦЬКИЙ Р-Н
169,913,14,6,ТИСМЕНИЦЬКА ОБ'ЄДНАНА ДПI (ТЛУМАЦЬКЕ ВIД-НЯ) ГУ МIНДОХ,ТЛУМАЦЬКИЙ Р-Н
170,915,15,2,ДПI У М.IВАНО-ФРАНКIВСЬКУ ГУ МIНДОХОДIВ,М.IВАНО-ФРАНКIВСЬК
171,906,16,6,КАЛУСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,М.КАЛУШ
172,907,17,6,КОЛОМИЙСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,М.КОЛОМИЯ
173,918,18,2,ДПI У М.ЯРЕМЧОМУ ГУ МIНДОХОДIВ,М.ЯРЕМЧЕ
174,919,19,1,ГУ ДФС В IВАНО-ФРАНКIВСЬКIЙ ОБЛАСТI,IВАНО-ФРАНКIВСЬКА ОБЛАСТЬ
175,902,2,2,ДПI У ВЕРХОВИНСЬКОМУ Р-НI ГУ МIНДОХОДIВ,ВЕРХОВИНСЬКИЙ Р-Н
176,905,20,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI (БОЛЕХIВСЬКЕ ВIД-НЯ) ГУ МIНДОХ,М.БОЛЕХIВ
177,903,3,2,ДПI У ГАЛИЦЬКОМУ Р-НI ГУ МIНДОХОДIВ,ГАЛИЦЬКИЙ Р-Н
178,904,4,2,ДПI У ГОРОДЕНКIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ,ГОРОДЕНКIВСЬКИЙ Р-Н
179,905,5,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ДОЛИНСЬКИЙ Р-Н
180,906,6,6,КАЛУСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,КАЛУСЬКИЙ Р-Н
181,907,7,6,КОЛОМИЙСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,КОЛОМИЙСЬКИЙ Р-Н
182,999,70,14,IВАНО-ФРАНКIВСЬКА МИТНИЦЯ МIНДОХОДIВ,М.IВАНО-ФРАНКIВСЬК
183,908,8,2,ДПI У КОСIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ,КОСIВСЬКИЙ Р-Н
184,909,9,2,ДПI У НАДВIРНЯНСЬКОМУ Р-НI ГУ МIНДОХОДIВ,НАДВIРНЯНСЬКИЙ Р-Н
185,948,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ В IВАНО-ФРАНКIВСЬКIЙ ОБЛ,IВАНО-ФРАНКIВСЬКА ОБЛАСТЬ
186,949,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПА УКРАЇНИ В IВАНО-ФРАНКIВСЬК.ОБЛ,IВАНО-ФРАНКIВСЬКА ОБЛАСТЬ
187,1017,1,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI БАРИШIВСЬКЕ ВIДДIЛЕННЯ,БАРИШIВСЬКИЙ Р-Н
188,1017,10,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI ЗГУРIВСЬКЕ ВIДДIЛЕННЯ,ЗГУРIВСЬКИЙ Р-Н
189,1008,11,6,ВИШГОРОДСЬКА ОДПI IВАНКIВСЬКЕ ВIДДIЛЕННЯ,IВАНКIВСЬКИЙ РАЙОН
190,1015,12,6,МИРОНIВСЬКА ОБ'ЄДНАНА ДПI КАГАРЛИЦЬКЕ ВIД-НЯ,КАГАРЛИЦЬКИЙ Р-Н
191,1013,13,2,ДПI У КИЄВО-СВЯТОШИНСЬКОМУ Р-НI  ГУ МIНДОХОДIВ У КИЇВС,КИЄВО-СВЯТОШИНСЬКИЙ Р-Н
192,1031,14,6,IРПIНСЬКА ОДПI МАКАРIВСЬКЕ ВIДДIЛЕННЯ,МАКАРIВСЬКИЙ Р-Н
193,1015,15,6,МИРОНIВСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,МИРОНIВСЬКИЙ Р-Н
194,1016,16,2,ДПI В ОБУХIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛ.,ОБУХIВСЬКИЙ Р-Н
195,1017,17,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВ-IЙ ОБЛ,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ Р-Н
196,1008,18,6,ВИШГОРОДСЬКА ОДПI ПОЛIСЬКЕ ВIДДIЛЕННЯ,ПОЛIСЬКИЙ РАЙОН
197,1002,19,6,РОКИТНЯНСЬКЕ ВIДДIЛЕННЯ БIЛОЦЕРКIВСЬКОЇ ОДПI,РОКИТНЯНСЬКИЙ РАЙОН
198,1002,2,6,БIЛОЦЕРКIВСЬКА ОДПI ГУ МIНДОХОДIВ,БIЛОЦЕРКIВСЬКИЙ РАЙОН
199,1023,20,6,ТЕТIЇВСЬКА ОДПI ГУ МIНДОХОДIВ СКВИРСЬКЕ ВIДДIЛЕННЯ,СКВИРСЬКИЙ Р-Н
200,1023,21,6,ТЕТIЇВСЬКА ОДПI ГУ МIНДОХОДIВ СТАВИЩАНСЬКЕ ВIДДIЛЕННЯ,СТАВИЩЕНСЬКИЙ Р-Н
201,1002,22,6,ТАРАЩАНСЬКЕ ВIДДIЛЕННЯ БIЛОЦЕРКIВСЬКОЇ ОДПI,ТАРАЩАНСЬКИЙ РАЙОН
202,1023,23,6,ТЕТIЇВСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВCЬКIЙ ОБЛАСТI,ТЕТIЇВСЬКИЙ Р-Н
203,1007,24,6,ВАСИЛЬКIВСЬКА ОДПI ФАСТIВСЬКЕ ВIДДIЛЕННЯ,ФАСТIВСЬКИЙ Р-Н
204,1017,25,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI ЯГОТИНСЬКЕ ВIДДIЛЕННЯ,ЯГОТИНСЬКИЙ Р-Н
205,1017,26,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI (М.БЕРЕЗАНЬ),М.БЕРЕЗАНЬ
206,1002,27,6,БIЛОЦЕРКIВСЬКА ОДПI ГУ МIНДОХОДIВ,М.БIЛА ЦЕРКВА
207,1004,28,6,БОРИСПIЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВ.ОБЛ (М.БОРИСПI,(М.БОРИСПIЛЬ)
208,1006,29,6,БРОВАРСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ (М.БРОВАРИ),М.БРОВАРИ
209,1015,3,6,МИРОНIВСЬКА ОБ'ЄДНАНА ДПI БОГУСЛАВСЬКЕ ВIД-НЯ,БОГУСЛАВСЬКИЙ Р-Н
210,1007,30,6,ВАСИЛЬКIВСЬКА ОДПI (М.ВАСИЛЬКIВ),М.ВАСИЛЬКIВ
211,1031,31,6,IРПIНСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,М.IРПIНЬ
212,1017,32,6,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА ОДПI (М.ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ),М.ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ
213,1015,33,6,МИРОНIВСЬКА ОБ'ЄДНАНА ДПI КАГАРЛИЦЬКЕ В-НЯ(М.РЖИЩIВ),М.РЖИЩIВ
214,1034,34,2,ДПI У М.СЛАВУТИЧI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,М.СЛАВУТИЧ
215,1007,35,6,ВАСИЛЬКIВСЬКА ОДПI ФАСТIВСЬКЕ ВIДДIЛЕННЯ (М.ФАСТIВ),М.ФАСТIВ
216,1036,36,1,ГУ ДФС У КИЇВСЬКIЙ ОБЛАСТI,КИЇВСЬКА ОБЛАСТЬ
217,1016,37,2,ДПI В ОБУХIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У К.О.(М.ОБУХIВ),М.ОБУХIВ
218,1031,38,6,IРПIНСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛ.(М.БУЧА),М.БУЧА
219,1004,4,6,БОРИСПIЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,БОРИСПIЛЬСЬКИЙ Р-Н
220,1031,5,6,IРПIНСЬКА ОДПI БОРОДЯНСЬКЕ ВIДДIЛЕННЯ,СМТ. БОРОДЯНКА
221,1051,51,2,УПРАВЛIННЯ ОПОДАТКУВАННЯ ОБЛАСНИХ ОРГАНIЗАЦIЙ,КИЇВСЬКА ОБЛАСТЬ
222,1006,6,6,БРОВАРСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,БРОВАРСЬКИЙ РАЙОН
223,1007,7,6,ВАСИЛЬКIВСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,ВАСИЛЬКIВСЬКИЙ Р-Н
224,1099,70,14,КИЇВСЬКА МИТНИЦЯ МIНДОХОДIВ,М.БОРИСПIЛЬ
225,1008,8,6,ВИШГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ У КИЇВСЬКIЙ ОБЛАСТI,ВИШГОРОДСЬКИЙ РАЙОН
226,1023,9,6,ТЕТIЇВСЬКА ОДПI ГУ МIНДОХОДIВ ВОЛОДАРСЬКЕ ВIДДIЛЕННЯ,ВОЛОДАРСЬКИЙ Р-Н
227,1048,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ У КИЇВСЬКIЙ ОБЛАСТI,КИЇВСЬКА ОБЛАСТЬ
228,1049,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У КИЇВСЬКIЙ ОБЛ.,КИЇВСЬКА ОБЛАСТЬ
229,1106,1,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI (БОБРИНЕЦЬКЕ ВIД-НЯ),БОБРИНЕЦЬКИЙ Р-Н
230,1110,10,6,МАЛОВИСКIВСЬКА ОБ'ЄДНАНА ДПI,МАЛОВИСКIВСЬКИЙ Р-Н
231,1106,11,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI (НОВГОРОДКIВСЬКЕ ВIД-НЯ),НОВГОРОДКIВСЬКИЙ Р-Н
232,1110,12,6,МАЛОВИСКIВСЬКА ОБ'ЄДНАНА ДПI(НОВОАРХАНГЕЛЬСЬКЕ ВIД-НЯ),НОВОАРХАНГЕЛЬСЬКИЙ Р-Н
233,1110,13,6,МАЛОВИСКIВСЬКА  ОБ'ЄДНАНА ДПI(НОВОМИРГОРОДСЬКЕ ВIД-НЯ),НОВОМИРГОРОДСЬКИЙ Р-Н
234,1114,14,6,НОВОУКРАЇНСЬКА  ОБ'ЄДНАНА ДПI,НОВОУКРАЇНСЬКИЙ Р-Н
235,1122,15,6,ЗНАМ'ЯНСЬКА ОБ'ЄДНАНА ДПI (ОЛЕКСАНДРIВСЬКЕ ВIД-НЯ),ОЛЕКСАНДРIВСЬКИЙ Р-Н
236,1126,16,6,ОЛЕКСАНДРIЙСЬКА ОБ'ЄДНАНА ДПI (ОЛЕКСАНДРIЙСЬКИЙ Р-Н),ОЛЕКСАНДРIЙСЬКИЙ Р-Н
237,1127,17,6,СВIТЛОВОДСЬКА ОБ'ЄДНАННА ДПI (ОНУФРIЇВСЬКЕ ВIД-НЯ),ОНУФРIЇВСЬКИЙ Р-Н
238,1126,18,6,ОЛЕКСАНДРIЙСЬКА ОБ'ЄДНАНА ДПI (ПЕТРIВСЬКЕ ВIД-НЯ),ПЕТРIВСЬКИЙ Р-Н
239,1127,19,6,СВIТЛОВОДСЬКА ОБ'ЄДНАНА ДПI (СВIТЛОВОДСЬКИЙ Р-Н),СВIТЛОВОДСЬКИЙ Р-Н
240,1114,2,6,НОВОУКРАЇНСЬКА ОБ'ЄДНАНА ДПI (ВIЛЬШАНСЬКЕ ВIД-НЯ),ВIЛЬШАНСЬКИЙ Р-Н
241,1103,20,6,ГАЙВОРОНСЬКА ОБ'ЄДНАНА ДПI (УЛЬЯНIВСЬКЕ ВIД-НЯ),УЛЬЯНОВСЬКИЙ Р-Н
242,1106,21,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI (УСТИНIВСЬКЕ ВIД-НЯ),УСТИНIВСЬКИЙ Р-Н
243,1122,22,6,ЗНАМ'ЯНСЬКА ОБ'ЄДНАНА ДПI,М.ЗНАМ'ЯНКА
244,1123,23,6,КIРОВОГРАДСЬКА ОБ'ЄДНАНА ДПI,М.КIРОВОГРАД
245,1123,24,2,ДПI В ЛЕНIНСЬКОМУ Р-НI М.КIРОВОГРАД,М.КIРОВОГРАД
246,1123,25,2,ДПI В КIРОВСЬКОМУ Р-НI М.КIРОВОГРАД,М.КIРОВОГРАД
247,1126,26,6,ОЛЕКСАНДРIЙСЬКА ОБ'ЄДНАНА ДПI,М.ОЛЕКСАНДРIЯ
248,1127,27,6,СВIТЛОВОДСЬКА ОБ'ЄДНАНА ДПI,М.СВIТЛОВОДСЬК
249,1128,28,1,ГУ ДФС У КIРОВОГРАДСЬКIЙ ОБЛАСТI,КIРОВОГРАДСЬКА ОБЛАСТЬ
250,1103,3,6,ГАЙВОРОНСЬКА ОБ'ЄДНАНА ДПI,ГАЙВОРОНСЬКИЙ Р-Н
251,1103,4,6,ГАЙВОРОНСЬКА ОБ'ЄДНАНА ДПI (ГОЛОВАНIВСЬКЕ ВIД-НЯ),ГОЛОВАНIВСЬКИЙ Р-Н
252,1114,5,6,НОВОУКРАЇНСЬКА ОБ'ЄДНАНА ДПI(ДОБРОВЕЛИЧКIВСЬКЕ ВIД-НЯ),ДОБРОВЕЛИЧКIВСЬКИЙ Р-Н
253,1106,6,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI,ДОЛИНСЬКИЙ Р-Н
254,1122,7,6,ЗНАМ'ЯНСЬКА ОБ'ЄДНАНА ДПI (ЗНАМ'ЯНСЬКИЙ Р-Н),ЗНАМ'ЯНСЬКИЙ Р-Н
255,1199,70,14,КIРОВОГРАДСЬКА МИТНИЦЯ МIНДОХОДIВ,М.КIРОВОГРАД
256,1123,8,6,КIРОВОГРАДСЬКА ОБ'ЄДНАНА ДПI (КIРОВОГРАДСЬКЕ ВIД-НЯ),КIРОВОГРАДСЬКИЙ Р-Н
257,1106,9,6,ДОЛИНСЬКА ОБ'ЄДНАНА ДПI  (КОМПАНIЇВСЬКЕ ВIД-НЯ),КОМПАНIЇВСЬКИЙ Р-Н
258,1148,97,12,ОПЕРАТИВНЕ УПРАВЛIННЯ ГУ МIНДОХОДIВ У КIРОВОГРАД. ОБЛ.,КIРОВОГРАДСЬКА ОБЛАСТЬ
259,1149,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У КIРОВОГРАДСЬКIЙ ОБЛ.,КIРОВОГРАДСЬКА ОБЛАСТЬ
260,1201,1,8,СДПI ПО РОБОТI З ВПП У М.ЛУГАНСЬКУ,М.ЛУГАНСЬК
261,1210,10,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.ПЕРВОМАЙСЬК
262,1211,11,2,ДПI У М.РОВЕНЬКАХ ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.РОВЕНЬКИ
263,1212,12,6,РУБIЖАНСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.РУБIЖНЕ
264,1213,13,2,ДПI У М.СВЕРДЛОВСЬКУ ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТ,М.СВЕРДЛОВСЬК
265,1214,14,2,ДПI У М.СЄВЄРОДОНЕЦЬКУ ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛА,М.СЄВЄРОДОНЕЦЬК
266,1202,15,6,АНТРАЦИТIВСЬКА ОДПI (АНТРАЦИТIВСЬКИЙ Р-Н),АНТРАЦИТIВСЬКИЙ Р-Н
267,1230,16,6,СТАРОБIЛЬСЬКА ОДПI (БIЛОВОДСЬКЕ ВIДДIЛЕННЯ),БIЛОВОДСЬКИЙ Р-Н
268,1227,17,6,СВАТIВСЬКА ОДПI (БIЛОКУРАКИНСЬКЕ ВIДДIЛЕННЯ),БIЛОКУРАКИНСЬКИЙ Р-Н
269,1207,18,6,КРАСНОДОНСЬКА ОДПI (КРАСНОДОНСЬКИЙ Р-Н),КРАСНОДОНСЬКИЙ Р-Н
270,1212,19,6,РУБIЖАНСЬКА ОДПI (КРЕМIНСЬКЕ ВIДДIЛЕННЯ),КРЕМIНСЬКИЙ Р-Н
271,1202,2,6,АНТРАЦИТIВСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.АНТРАЦИТ
272,1220,20,2,ДПI У ЛУТУГИНСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБ,ЛУТУГИНСЬКИЙ Р-Н
273,1230,21,6,СТАРОБIЛЬСЬКА ОДПI (МАРКIВСЬКЕ ВIДДIЛЕННЯ),МАРКIВСЬКИЙ Р-Н
274,1230,22,6,СТАРОБIЛЬСЬКА ОДПI (МIЛОВСЬКЕ ВIДДIЛЕННЯ),МIЛОВСЬКИЙ Р-Н
275,1230,23,6,СТАРОБIЛЬСЬКА ОДПI (НОВОАЙДАРСЬКЕ ВIДДIЛЕННЯ),НОВОАЙДАРСЬКИЙ Р-Н
276,1230,24,6,СТАРОБIЛЬСЬКА ОДПI (НОВОПСКОВСЬКЕ ВIДДIЛЕННЯ),НОВОПСКОВСЬКИЙ Р-Н
277,1206,25,6,АЛЧЕВСЬКА ОДПI (ПЕРЕВАЛЬСЬКЕ ВIДДIЛЕННЯ),ПЕРЕВАЛЬСЬКИЙ Р-Н
278,1210,26,6,ПЕРВОМАЙСЬКА ОДПI  (ПОПАСНЯНСЬКЕ ВIДДIЛЕННЯ),М.ПОПАСНА
279,1227,27,6,СВАТIВСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,СВАТIВСЬКИЙ Р-Н
280,1228,28,2,ДПI У СЛОВ'ЯНОСЕРБСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЛУГАНСЬК,СЛОВ'ЯНОСЕРБСЬКИЙ Р-Н
281,1229,29,2,ДПI У СТАНИЧНО-ЛУГАНСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЛУГАНС,СТАНИЧНО-ЛУГАНСЬКИЙ Р-Н
282,1206,3,6,АЛЧЕВСЬКА ОДПI (БРЯНКIВСЬКЕ ВIДДIЛЕННЯ),М.БРЯНКА
283,1230,30,6,СТАРОБIЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,СТАРОБIЛЬСЬКИЙ Р-Н
284,1227,31,6,СВАТIВСЬКА ОДПI (ТРОЇЦЬКЕ ВIДДIЛЕННЯ),ТРОЇЦЬКИЙ Р-Н
285,1232,32,1,ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,ЛУГАНСЬКА ОБЛАСТЬ
286,1233,33,2,ДПI В АРТЕМIВСЬКОМУ Р-НI М.ЛУГАНСЬКА ГУ МIНДОХОДIВ У Л,АРТЕМIВСЬКИЙ Р-Н М.ЛУГАНСЬК
287,1234,34,2,ДПI У ЖОВТНЕВОМУ Р-НI М.ЛУГАНСЬКА ГУ МIНДОХОДIВ У ЛУГА,ЖОВТНЕВИЙ Р-Н М.ЛУГАНСЬК
288,1236,35,6,ЛЕНIНСЬКА ОДПI (КАМ'ЯНОБРIДСЬКЕ ВIДДIЛЕННЯ),КАМ'ЯНОБРОДСЬКИЙ Р-Н М.ЛУГАНСЬК
289,1236,36,6,ЛЕНIНСЬКА ОДПI У М.ЛУГАНСЬКУ ГУ МIНДОХОДIВ У ЛУГАНСЬКI,ЛЕНIНСЬКИЙ Р-Н М.ЛУГАНСЬК
290,1204,4,6,СТАХАНОВСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.СТАХАНОВ
291,1204,5,6,СТАХАНОВСЬКА ОДПI (КIРОВСЬКЕ ВIДДIЛЕННЯ ),М.КIРОВСЬК
292,1213,50,2,ДПI В МIС.СВЕРДЛОВСЬКУ,СВЕРДЛОВСЬКИЙ Р-Н
293,1206,6,6,АЛЧЕВСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.АЛЧЕВСЬК
294,1207,7,6,КРАСНОДОНСЬКА ОДПI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.КРАСНОДОН
295,1299,70,14,ЛУГАНСЬКА МИТНИЦЯ МIНДОХОДIВ,ЛУГАНСЬКА ОБЛАСТЬ
296,1208,8,2,ДПI У М.КРАСНОМУ ЛУЧI ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАС,М.КРАСНИЙ ЛУЧ
297,1209,9,2,ДПI У М.ЛИСИЧАНСЬКУ ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛАСТI,М.ЛИСИЧАНСЬК
298,1248,97,12,ОПЕРАТИВНЕ УПРАВЛIННЯ ГУ МIНДОХОДIВ У ЛУГАНСЬКIЙ ОБЛ.,ЛУГАНСЬКА ОБЛАСТЬ
299,1249,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У ЛУГАНСЬКIЙ ОБЛАСТI,ЛУГАНСЬКА ОБЛАСТЬ
300,1301,1,1,ГУ ДФС У ЛЬВIВСЬКIЙ ОБЛАСТI,ЛЬВIВСЬКА ОБЛАСТЬ
301,1310,10,6,САМБIРСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,М. САМБIР
302,1311,11,6,СТРИЙСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,М. СТРИЙ
303,1309,12,6,ДРОГОБИЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О ТРУСКАВЕЦЬКЕ ВIД,М. ТРУСКАВЕЦЬ
304,1313,13,2,ДПI У М. ЧЕРВОНОГРАДI ГУ МIНДОХОДIВ У Л/О,М. ЧЕРВОНОГРАД
305,1315,14,6,БУСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О БРОДIВСЬКЕ ВIД-НЯ,БРОДIВСЬКИЙ РАЙОН
306,1315,15,6,БУСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,БУСЬКИЙ РАЙОН
307,1316,16,6,ГОРОДОЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,ГОРОДОЦЬКИЙ РАЙОН
308,1309,17,6,ДРОГОБИЦЬКА ОДПI (ДРОГОБИЦЬКИЙ РАЙОН),ДРОГОБИЦЬКИЙ РАЙОН
309,1321,18,6,МИКОЛАЇВСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О ЖИДАЧIВСЬКЕ ВIД,ЖИДАЧIВСЬКИЙ РАЙОН
310,1319,19,6,ЗОЛОЧIВСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,ЗОЛОЧIВСЬКИЙ РАЙОН
311,1302,2,8,СДПI ВПП У М. ЛЬВОВI ДПС,М. ЛЬВIВ
312,1320,20,2,ДПI У КАМ'ЯНКА-БУЗЬКОМУ Р-НI ГУ МIНДОХОДIВ У Л/О,КАМ'ЯНКА-БУЗЬКИЙ РАЙОН
313,1321,21,6,МИКОЛАЇВСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,МИКОЛАЇВСЬКИЙ РАЙОН
314,1316,22,6,ГОРОДОЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О МОСТИСЬКЕ ВIД-НЯ,МОСТИСЬКИЙ РАЙОН
315,1323,23,2,ДПI У ЖОВКIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У Л/О,ЖОВКIВСЬКИЙ РАЙОН
316,1319,24,6,ЗОЛОЧIВСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О ПЕРЕМИШЛЯНСЬКЕ ВI,ПЕРЕМИШЛЯНСЬКИЙ РАЙОН
317,1325,25,2,ДПI У ПУСТОМИТIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У Л/О,ПУСТОМИТIВСЬКИЙ РАЙОН
318,1329,26,6,СОКАЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О РАДЕХIВСЬКЕ ВIД-НЯ,РАДЕХIВСЬКИЙ  РАЙОН
319,1310,27,2,САМБIРСЬКА ОДПI (САМБIРСЬКИЙ РАЙОН),САМБIРСЬКИЙ РАЙОН
320,1311,28,6,СТРИЙСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О СКОЛIВСЬКЕ ВIД-НЯ,М. СКОЛЕ
321,1329,29,6,СОКАЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,СОКАЛЬСЬКИЙ РАЙОН
322,1303,3,2,ДПI У ЗАЛIЗНИЧНОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ У Л/О,ЗАЛIЗНИЧНИЙ РАЙОН М. ЛЬВОВА
323,1311,30,2,СТРИЙСЬКА ОДПI (СТРИЙСЬКИЙ РАЙОН),СТРИЙСЬКИЙ РАЙОН
324,1310,31,6,САМБIРСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О СТАРОСАМБIРСЬКЕ ВI,СТАРОСАМБIРСЬКИЙ РАЙОН
325,1310,32,6,САМБIРСЬКА ОДПI ГУ МIНДОХОДIВ У Л/О ТУРКIВСЬКЕ ВIД-НЯ,ТУРКIВСЬКИЙ РАЙОН
